"BIBTEXKEY","first_name","middle_name","last_name","full_name","JOURNAL","NUMBER","PAGES","PUBLISHER","TITLE","TYPE","VOLUME","YEAR","DOI","ISSN","URL","AUTHOR_KEYWORDS","LANGUAGE","ABBREV_SOURCE_TITLE","PUBLICATION_STAGE","SOURCE","AFFILIATIONS","Affiliation_country","Affiliation_country_code","Gender","Gender.Probability","Gender.Count","author_id","paper_id_author_id","author_order","Max","author_last","author_single","unique_name","OA","Citations"
"Jung201454","Eun-Young",NA,"Jung","Eun-Young Jung","Ethnomusicology","1","54 – 82","Society for Ethnomusicology","Transnational migrations and YouTube sensations: Korean Americans, popular music, and social media","Article","58",2014,"10.5406/ethnomusicology.58.1.0054","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84928495930&doi = 10.5406%2fethnomusicology.58.1.0054&partnerID = 40&md5 = 1d2f4d1781cec1652226501ab371f984",NA,"English","Ethnomusicology","Final","Scopus","University of California, San Diego, United States","United States","US","female",1,4,"author1","Jung201454_author1",1,1,0,1,"jung_eun-young","Undefined",20
"Silvers2015380","Michael","B.","Silvers","Michael B. Silvers","Ethnomusicology","3","380 – 397","Society for Ethnomusicology","Birdsong and a song about a bird: Popular music and the mediation of traditional ecological knowledge in Northeastern Brazil","Article","59",2015,"10.5406/ethnomusicology.59.3.0380","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84979243732&doi = 10.5406%2fethnomusicology.59.3.0380&partnerID = 40&md5 = f4c4feae16735e14facce97dfab7eb17",NA,"English","Ethnomusicology","Final","Scopus","University of Illinois, United States","United States","US","male",1,1225359,"author1","Silvers2015380_author1",1,1,0,1,"silvers_michael","Undefined",7
"Manuel201582","Peter",NA,"Manuel","Peter Manuel","Ethnomusicology","1","82 – 115","Society for Ethnomusicology","The intermediate sphere in North Indian music culture: Between and beyond ""folk"" and ""classical""","Article","59",2015,"10.5406/ethnomusicology.59.1.0082","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84928494161&doi = 10.5406%2fethnomusicology.59.1.0082&partnerID = 40&md5 = facff4cd6c7892c8cd3afa3bf0b77e80",NA,"English","Ethnomusicology","Final","Scopus","John Jay College, Graduate Center, City University of New York, United States","United States","US","male",1,252618,"author1","Manuel201582_author1",1,1,0,1,"manuel_peter","Undefined",17
"Meyers201561","John","Paul","Meyers","John Paul Meyers","Ethnomusicology","1","61 – 81","Society for Ethnomusicology","Still like that old time rock and roll: Tribute bands and historical consciousness in popular music","Article","59",2015,"10.5406/ethnomusicology.59.1.0061","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84928475653&doi = 10.5406%2fethnomusicology.59.1.0061&partnerID = 40&md5 = 03572a106cfb700e19b7f559d44cda78",NA,"English","Ethnomusicology","Final","Scopus","Michigan State University, United States","United States","US","male",1,1328805,"author1","Meyers201561_author1",1,1,0,1,"meyers_john","Undefined",13
"Lu201614","Hsin-Chun","Tasaw","Lu","Hsin-Chun Tasaw Lu","Ethnomusicology Forum","1","14 – 34","Routledge","Cultural homogeneity, embodied empathy: incorporating musical pasts among Burmese Chinese peoples worldwide","Article","25",2016,"10.1080/17411912.2016.1151811","17411912","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84961218438&doi = 10.1080%2f17411912.2016.1151811&partnerID = 40&md5 = 5e966de36b6e65abd9427540b7fdf7df","Burmese Chinese; ethnicisation; musico-bodily mnemonics; Social memory; tongqiao movement","English","Ethnomusicol. Forum","Final","Scopus","Institute of Ethnology, Academia Sinica, Taipei, 11529, Taiwan","Taiwan","TW","male",1,1,"author1","Lu201614_author1",1,1,0,1,"lu_hsin-chun","Undefined",3
"Racy2016197","A.","J.","Racy","A. J. Racy","Ethnomusicology","2","197 – 232","Society for Ethnomusicology","Domesticating otherness: The snake charmer in American popular culture","Article","60",2016,"10.5406/ethnomusicology.60.2.0197","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85018392840&doi = 10.5406%2fethnomusicology.60.2.0197&partnerID = 40&md5 = c5224a13402034bfe5f5fbc651b6d9b3",NA,"English","Ethnomusicology","Final","Scopus","Department of Ethnomusicology, University of California, Los Angeles, United States","United States","US","male",0.64,5135,"author1","Racy2016197_author1",1,1,0,1,"racy_a.","Undefined",9
"Tsai201686","Tsan-Huang",NA,"Tsai","Tsan-Huang Tsai","Ethnomusicology Forum","1","86 – 106","Routledge","From Cantonese religious procession to Australian cultural heritage: the changing Chinese face of Bendigo's Easter Parade","Article","25",2016,"10.1080/17411912.2016.1151814","17411912","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84961199594&doi = 10.1080%2f17411912.2016.1151814&partnerID = 40&md5 = eb8ba354b361962b69b0e5101867f7a1","Bendigo Easter Fair/Festival; Chinese Dragons in Australia; Chinese Processional Performances; ‘White Australia’ Policy","English","Ethnomusicol. Forum","Final","Scopus","Department of East Asian Studies, School of Culture, History & Language, College of Asia & the Pacific, The Australian National University, Acton, ACT, Australia","Australia","AU","male",0.75,1,"author1","Tsai201686_author1",1,1,0,1,"tsai_tsan-huang","Undefined",6
"Ho2013207","Meilu",NA,"Ho","Meilu Ho","Ethnomusicology","2","207 – 235",NA,"Connecting histories: Liturgical songs as classical compositions in Hindustānī music","Article","57",2013,"10.5406/ethnomusicology.57.2.0207","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84883481699&doi = 10.5406%2fethnomusicology.57.2.0207&partnerID = 40&md5 = 5512ce3acdba10aa8d843b4633b5dba4",NA,"English","Ethnomusicology","Final","Scopus","University of Michigan, United States","United States","US","female",0.75,1,"author1","Ho2013207_author1",1,1,0,1,"ho_meilu","Undefined",4
"Johansson201430","Mats",NA,"Johansson","Mats Johansson","Ethnomusicology","1","30 – 53","Society for Ethnomusicology","Who owns an interpretation? Legal and symbolic ownership of Norwegian folk music","Article","58",2014,"10.5406/ethnomusicology.58.1.0030","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84928481492&doi = 10.5406%2fethnomusicology.58.1.0030&partnerID = 40&md5 = adbb7dff9e7e6c66f30bd3093bb6fcb4",NA,"English","Ethnomusicology","Final","Scopus","Department of Musicology, University of Oslo, Norway; Telemark Research Institute, Norway","Norway","NO","male",0.75,1,"author1","Johansson201430_author1",1,2,0,0,"johansson_mats","Undefined",7
"Johansson201430","Ola","K.","Berge","Ola K. Berge","Ethnomusicology","1","30 – 53","Society for Ethnomusicology","Who owns an interpretation? Legal and symbolic ownership of Norwegian folk music","Article","58",2014,"10.5406/ethnomusicology.58.1.0030","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84928481492&doi = 10.5406%2fethnomusicology.58.1.0030&partnerID = 40&md5 = adbb7dff9e7e6c66f30bd3093bb6fcb4",NA,"English","Ethnomusicology","Final","Scopus","Department of Musicology, University of Oslo, Norway; Telemark Research Institute, Norway","Norway","NO","female",0.73,3047,"author2","Johansson201430_author2",2,2,1,0,"berge_ola","Undefined",7
"SooiBeng201635","Tan","Sooi","Beng","Tan Sooi Beng","Ethnomusicology Forum","1","35 – 57","Routledge","Cosmopolitan identities: evolving musical cultures of the Straits-born Chinese of pre-World War II Malaya","Article","25",2016,"10.1080/17411912.2016.1151813","17411912","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84961233474&doi = 10.1080%2f17411912.2016.1151813&partnerID = 40&md5 = 0f069cd982e87258bd4a2ead5c4a2cd0","amateur musical parties; Cosmopolitan identities; Peranakan Theatre; Straits Chinese","English","Ethnomusicol. Forum","Final","Scopus","School of the Arts, Universiti Sains Malaysia, Pulau Pinang, 11800, Malaysia","Malaysia","MY","male",0.58,37099,"author1","SooiBeng201635_author1",1,1,0,1,"beng_tan","Undefined",4
"Whitmore2016329","Aleysia","K.","Whitmore","Aleysia K. Whitmore","Ethnomusicology","2","329 – 355","Society for Ethnomusicology","The art of representing the other: Industry personnel in the world music industry","Article","60",2016,"10.5406/ethnomusicology.60.2.0329","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85018376888&doi = 10.5406%2fethnomusicology.60.2.0329&partnerID = 40&md5 = d103a7829b69af774e721bb829cd7fd9",NA,"English","Ethnomusicology","Final","Scopus","Department of Ethnomusicology, University of Miami, Frost School of Music, United States","United States","US","female",1,31,"author1","Whitmore2016329_author1",1,1,0,1,"whitmore_aleysia","Undefined",9
"Killin2016210","Anton",NA,"Killin","Anton Killin","Ethnomusicology Forum","2","210 – 233","Routledge","Rethinking music's status as adaptation versus technology: a niche construction perspective","Article","25",2016,"10.1080/17411912.2016.1159141","17411912","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84964053938&doi = 10.1080%2f17411912.2016.1159141&partnerID = 40&md5 = a1fe14f37acdda4d7c3c2b1972434143","Adaptation; Evolutionary Origins of Music; F. R. S. Lawson; Gene–Culture Co-evolution; Musicality; Musilanguage; Niche Construction; Technology","English","Ethnomusicol. Forum","Final","Scopus","Department of Philosophy, Victoria University of Wellington, PO Box 600, Wellington, New Zealand; Philosophy Programme, School of Humanities, Massey University, Palmerston North, New Zealand","New Zealand","NZ","male",1,450,"author1","Killin2016210_author1",1,1,0,1,"killin_anton","Undefined",17
"Figueroa2016261","Michael","A.","Figueroa","Michael A. Figueroa","Ethnomusicology Forum","3","261 – 282","Routledge","Aesthetics of ambivalence: Dan Almagor and rock ideology in Israeli musical theatre","Article","25",2016,"10.1080/17411912.2016.1242375","17411912","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84997703587&doi = 10.1080%2f17411912.2016.1242375&partnerID = 40&md5 = 0ed4b3a86072b8b00811c345b77a72b6","Globalisation; Israel; Musical Theatre; Politics; Rock","English","Ethnomusicol. Forum","Final","Scopus","Department of Music, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States","United States","US","male",1,1225359,"author1","Figueroa2016261_author1",1,1,0,1,"figueroa_michael","Undefined",3
"Neuman2012426","Dard",NA,"Neuman","Dard Neuman","Ethnomusicology","3","426 – 449",NA,"Pedagogy, practice, and embodied creativity in hindustani music","Article","56",2012,"10.5406/ethnomusicology.56.3.0426","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84867062508&doi = 10.5406%2fethnomusicology.56.3.0426&partnerID = 40&md5 = 6af233072f7c84731cf5254b41ef54da",NA,"English","Ethnomusicology","Final","Scopus","University of California, Santa Cruz, United States","United States","US","male",1,3,"author1","Neuman2012426_author1",1,1,0,1,"neuman_dard","Undefined",8
"Turino2014185","Thomas",NA,"Turino","Thomas Turino","Ethnomusicology","2","185 – 221","Society for Ethnomusicology","Peircean thought as core theory for a phenomenological ethnomusicology","Article","58",2014,"10.5406/ethnomusicology.58.2.0185","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84928153409&doi = 10.5406%2fethnomusicology.58.2.0185&partnerID = 40&md5 = e71649c69612fa4e1ee69bd37b87f856",NA,"English","Ethnomusicology","Final","Scopus","University of Illinois, Urbana-Champaign, United States","United States","US","male",1,360809,"author1","Turino2014185_author1",1,1,0,1,"turino_thomas","Undefined",41
"McGraw2009115","Andrew","Clay","McGraw","Andrew Clay McGraw","Ethnomusicology","1","115 – 141","Society for Ethnomusicology","Radical tradition: Balinese musik kontemporer","Article","53",2009,"10.2307/25653049","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-64249150223&doi = 10.2307%2f25653049&partnerID = 40&md5 = 7fcbded451c61e840fe1a9c3451e5bad",NA,"English","Ethnomusicology","Final","Scopus","University of Richmond",NA,NA,"male",0.98,589,"author1","McGraw2009115_author1",1,1,0,1,"mcgraw_andrew","Undefined",11
"Robinson2013455","Gregory","J.","Robinson","Gregory J. Robinson","Ethnomusicology","3","455 – 484",NA,"Remembering the borderlands: Traditional music and the post-frontier in Aisén, Chile","Article","57",2013,"10.5406/ethnomusicology.57.3.0455","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84887492545&doi = 10.5406%2fethnomusicology.57.3.0455&partnerID = 40&md5 = d8310f3175adfd87a4c570dddfb60c25",NA,"English","Ethnomusicology","Final","Scopus","George Mason University, United States","United States","US","male",1,112124,"author1","Robinson2013455_author1",1,1,0,1,"robinson_gregory","Undefined",11
"Manuel2010106","Peter",NA,"Manuel","Peter Manuel","Ethnomusicology","1","106 – 135","Society for Ethnomusicology","Composition, authorship, and ownership in flamenco, past and present","Article","54",2010,"10.5406/ethnomusicology.54.1.0106","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-77950231642&doi = 10.5406%2fethnomusicology.54.1.0106&partnerID = 40&md5 = b9c93b5225414877ce7bbad486ef7390",NA,"English","Ethnomusicology","Final","Scopus","John Jay College, CUNY Graduate Center, United States","United States","US","male",1,252618,"author1","Manuel2010106_author1",1,1,0,1,"manuel_peter","Open Access",21
"Kaminsky2014254","David",NA,"Kaminsky","David Kaminsky","Ethnomusicology","2","254 – 277","Society for Ethnomusicology","""Just exotic enough:"" Swedish chamber klezmer as postnational world music and Mid-East proxy","Article","58",2014,"10.5406/ethnomusicology.58.2.0254","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84928123074&doi = 10.5406%2fethnomusicology.58.2.0254&partnerID = 40&md5 = 6b5445785e834dff149841413798947d",NA,"English","Ethnomusicology","Final","Scopus","University of California, Merced, United States","United States","US","male",1,1143153,"author1","Kaminsky2014254_author1",1,1,0,1,"kaminsky_david","Open Access",10
"Silverman2015159","Carol",NA,"Silverman","Carol Silverman","Ethnomusicology Forum","2","159 – 180","Routledge","Gypsy/Klezmer dialectics: Jewish and Romani traces and erasures in contemporary European world music","Article","24",2015,"10.1080/17411912.2015.1015040","17411912","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84942096726&doi = 10.1080%2f17411912.2015.1015040&partnerID = 40&md5 = 019e185936ea78433c856eb8403c5e86","Appropriation; Gypsy; Jews; Klezmer; Roma","English","Ethnomusicol. Forum","Final","Scopus","University of Oregon, United States","United States","US","female",1,246692,"author1","Silverman2015159_author1",1,1,0,1,"silverman_carol","Open Access",15
"Perlman2011318","Marc",NA,"Perlman","Marc Perlman","Ethnomusicology","2","318 – 324",NA,"The Rāgs of North Indian music, forty years later","Article","55",2011,"10.5406/ethnomusicology.55.2.0318","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-79958844316&doi = 10.5406%2fethnomusicology.55.2.0318&partnerID = 40&md5 = 7e7fa0ef19f4390988afba2eea0d9055",NA,"English","Ethnomusicology","Final","Scopus","Brown University, United States","United States","US","male",1,92940,"author1","Perlman2011318_author1",1,1,0,1,"perlman_marc","Undefined",0
"Gidal201483","Marc","Meistrich","Gidal","Marc Meistrich Gidal","Ethnomusicology","1","83 – 109","Society for Ethnomusicology","Musical boundary-work: Ethnomusicology, symbolic boundary studies, and music in the Afro-Gaucho religious community of southern Brazil","Article","58",2014,"10.5406/ethnomusicology.58.1.0083","00141836","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84928479909&doi = 10.5406%2fethnomusicology.58.1.0083&partnerID = 40&md5 = 27ffa7fb87ee0145578028405579a9e0",NA,"English","Ethnomusicology","Final","Scopus","Ramapo College of New Jersey, United States","United States","US","male",1,92940,"author1","Gidal201483_author1",1,1,0,1,"gidal_marc","Undefined",4
"Wiggins2016255","Trevor",NA,"Wiggins","Trevor Wiggins","Ethnomusicology Forum","3","255 – 260","Routledge","Publishing in Ethnomusicology Forum: a retrospective","Article","25",2016,"10.1080/17411912.2016.1237300","17411912","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84996629723&doi = 10.1080%2f17411912.2016.1237300&partnerID = 40&md5 = b4dccbf12a14b875db012fc82313f857","2010–15; Articles Published; Articles Submitted; Ethnomusicology Forum; Publishing","English","Ethnomusicol. Forum","Final","Scopus","Department of Music, School of Arts, SOAS, London University, London, United Kingdom","United Kingdom","GB","male",1,27907,"author1","Wiggins2016255_author1",1,1,0,1,"wiggins_trevor","Undefined",0
"Rasmussen2017307","Anthony","W.","Rasmussen","Anthony W. Rasmussen","Ethnomusicology Forum","3","307 – 330","Routledge","Sales and survival within the contested acoustic territories of Mexico City's Historic Centre","Article","26",2017,"10.1080/17411912.2018.1423574","17411912","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85041131374&doi = 10.1080%2f17411912.2018.1423574&partnerID = 40&md5 = 8b77a7f160236bf3d53470d64ea01ea3","Aurality; gentrification; informal economy; Mexico City; sound studies; street cries","English","Ethnomusicol. Forum","Final","Scopus","University of California Institute for Mexico and the United States, Riverside, CA, United States","Mexico","MX","male",0.98,3016,"author1","Rasmussen2017307_author1",1,1,0,1,"rasmussen_anthony","Undefined",3
